"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
802,"ECF","Ellsworth Growth and Income Fund Ltd.","Financial","Asset Management","USA",118.39,,8.51,1.67%,26060
803,"ECOM","ChannelAdvisor Corporation","Technology","Software - Application","USA",667.18,18.03,23.03,0.09%,387410
804,"EDAP","EDAP TMS S.A.","Healthcare","Medical Devices","France",309.24,137.30,8.65,1.05%,31215
805,"EDF","Virtus Stone Harbor Emerging Markets Income Fund","Financial","Asset Management","USA",60.90,44.62,3.57,0.56%,25962
806,"EDI","Virtus Stone Harbor Emerging Markets Total Income Fund","Financial","Closed-End Fund - Debt","USA",39.13,26.13,3.92,1.29%,54431
807,"EDN","Empresa Distribuidora y Comercializadora Norte SA ADR","Utilities","Utilities - Regulated Electric","Argentina",308.71,,7.29,8.75%,442430
808,"EDRY","EuroDry Ltd.","Industrials","Marine Shipping","Greece",43.31,0.87,14.78,4.45%,10771
809,"EDUC","Educational Development Corporation","Communication Services","Publishing","USA",19.98,8.53,2.37,4.52%,13907
810,"EEA","The European Equity Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",47.92,5.37,6.77,3.52%,7996
811,"EEIQ","Elite Education Group International Limited","Consumer Defensive","Education & Training Services","USA",13.42,,1.15,0.87%,8329
812,"EFC","Ellington Financial Inc.","Financial","Mortgage Finance","USA",758.95,,12.70,3.00%,984577
813,"EFHTU","EF Hutton Acquisition Corporati","Financial","Shell Companies","USA",130.76,,10.01,0.10%,5724
814,"EFSH","1847 Holdings LLC","Industrials","Conglomerates","USA",7.75,,1.91,8.52%,42721
815,"EFT","Eaton Vance Floating-Rate Income Trust","Financial","Closed-End Fund - Debt","USA",323.19,50.27,11.11,0.73%,109104
816,"EGAN","eGain Corporation","Technology","Software - Application","USA",249.24,,7.94,5.73%,40660
817,"EGF","BlackRock Enhanced Government Fund, Inc.","Financial","Closed-End Fund - Debt","USA",38.86,29.97,9.38,-2.19%,1057
818,"EGRX","Eagle Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",394.20,17.78,31.41,1.45%,151546
819,"EH","EHang Holdings Limited","Industrials","Aerospace & Defense","China",220.01,,3.98,7.57%,375672
820,"EHAB","Enhabit, Inc.","Healthcare","Medical Care Facilities","USA",689.72,6.89,13.90,5.22%,402806
821,"EHI","Western Asset Global High Income Fund Inc.","Financial","Closed-End Fund - Debt","USA",152.07,5.92,6.70,2.92%,55057
822,"EHTH","eHealth, Inc.","Financial","Insurance Brokers","USA",81.23,,2.90,2.47%,779275
823,"EIG","Employers Holdings, Inc.","Financial","Insurance - Specialty","USA",996.91,20.56,37.52,1.24%,114439
824,"EIGR","Eiger BioPharmaceuticals, Inc.","Healthcare","Biotechnology","USA",220.86,,4.99,1.63%,323550
825,"EJH","E-Home Household Service Holdings Limited","Consumer Cyclical","Personal Services","China",6.86,,1.14,13.95%,271785
826,"EKSO","Ekso Bionics Holdings, Inc.","Healthcare","Medical Instruments & Supplies","USA",17.03,,1.32,2.33%,50482
827,"ELA","Envela Corporation","Consumer Cyclical","Specialty Retail","USA",131.34,10.78,4.96,3.12%,17442
828,"ELBM","Electra Battery Materials Corporation","Basic Materials","Other Industrial Metals & Mining","Canada",128.41,,2.90,-2.36%,31369
829,"ELDN","Eledon Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",34.97,,2.39,0.14%,12460
830,"ELEV","Elevation Oncology, Inc.","Healthcare","Biotechnology","USA",26.31,,1.12,0.90%,25365
831,"ELLO","Ellomay Capital Ltd.","Utilities","Utilities - Renewable","Israel",241.27,,19.35,0.00%,0
832,"ELMD","Electromed, Inc.","Healthcare","Medical Devices","USA",89.56,40.08,10.50,3.75%,3766
833,"ELSE","Electro-Sensors, Inc.","Technology","Scientific & Technical Instruments","USA",15.29,,4.66,-4.19%,5239
834,"ELTK","Eltek Ltd.","Technology","Electronic Components","Israel",21.54,4.00,3.67,1.66%,1133
835,"ELVT","Elevate Credit, Inc.","Financial","Credit Services","USA",32.96,,1.05,9.07%,182238
836,"ELYM","Eliem Therapeutics, Inc.","Healthcare","Biotechnology","USA",79.70,,3.02,-0.98%,3962
837,"EMBC","Embecta Corp.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1724.31,,30.60,2.44%,959270
838,"EMBK","Embark Technology, Inc.","Technology","Software - Application","USA",154.87,,6.74,3.93%,111482
839,"EMCF","Emclaire Financial Corp","Financial","Banks - Regional","USA",77.01,7.81,29.85,0.98%,1280
840,"EMD","Western Asset Emerging Markets Debt Fund Inc.","Financial","Closed-End Fund - Debt","USA",484.38,10.33,8.04,3.88%,130642
841,"EMF","Templeton Emerging Markets Fund","Financial","Closed-End Fund - Foreign","USA",163.58,,10.36,1.17%,13937
842,"EMKR","EMCORE Corporation","Technology","Semiconductors","USA",58.97,,1.58,3.27%,204348
843,"EML","The Eastern Company","Industrials","Tools & Accessories","USA",124.59,9.21,20.80,-0.66%,5149
844,"EMO","ClearBridge Energy Midstream Opportunity Fund Inc","Financial","Closed-End Fund - Equity","USA",368.45,,28.52,1.57%,37107
845,"ENCP","Energem Corp.","Financial","Shell Companies","Malaysia",151.76,,10.19,0.05%,216
846,"ENER","Accretion Acquisition Corp.","Financial","Shell Companies","USA",257.92,,9.92,-0.10%,159
847,"ENFN","Enfusion, Inc.","Technology","Software - Application","USA",1475.77,,13.30,6.57%,344139
848,"ENG","ENGlobal Corporation","Industrials","Engineering & Construction","USA",37.15,,1.06,6.59%,137548
849,"ENLV","Enlivex Therapeutics Ltd.","Healthcare","Biotechnology","Israel",73.93,,4.13,-1.20%,25034
850,"ENOB","Enochian Biosciences, Inc.","Healthcare","Biotechnology","USA",106.39,,1.99,1.53%,33351
851,"ENSV","Enservco Corporation","Energy","Oil & Gas Equipment & Services","USA",18.75,,2.24,7.18%,970628
852,"ENVA","Enova International, Inc.","Financial","Credit Services","USA",1007.98,5.59,32.04,2.89%,289559
853,"ENVB","Enveric Biosciences, Inc.","Healthcare","Biotechnology","USA",7.67,,3.74,6.86%,75718
854,"ENX","Eaton Vance New York Municipal Bond Fund","Financial","Asset Management","USA",150.38,33.47,8.30,-1.31%,58029
855,"ENZ","Enzo Biochem, Inc.","Healthcare","Diagnostics & Research","USA",104.38,,2.18,-1.80%,65613
856,"EOCW","Elliott Opportunity II Corp.","Financial","Shell Companies","USA",751.97,30.68,9.88,-0.10%,128022
857,"EOD","Allspring Global Dividend Opportunity Fund","Financial","Closed-End Fund - Equity","USA",196.76,,4.55,1.11%,63843
858,"EOI","Eaton Vance Enhanced Equity Income Fund","Financial","Closed-End Fund - Equity","USA",662.14,9.74,16.52,1.23%,72576
859,"EOLS","Evolus, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",457.50,,8.41,1.57%,187495
860,"EOS","Eaton Vance Enhanced Equity Income Fund II","Financial","Closed-End Fund - Equity","USA",876.59,3.59,17.05,1.37%,242482
861,"EOSE","Eos Energy Enterprises, Inc.","Industrials","Electrical Equipment & Parts","USA",91.86,,1.54,10.79%,1729788
862,"EOT","Eaton Vance National Municipal Opportunities Trust","Financial","Closed-End Fund - Debt","USA",243.44,,15.58,0.32%,54556
863,"EP","Empire Petroleum Corporation","Energy","Oil & Gas E&P","USA",343.68,,16.00,1.46%,39849
864,"EPAC","Enerpac Tool Group Corp.","Industrials","Specialty Industrial Machinery","USA",1428.90,73.09,25.58,3.56%,613668
865,"EPHY","Epiphany Technology Acquisition Corp.","Financial","Shell Companies","USA",507.04,37.79,9.94,-0.10%,6308
866,"EPHYU","Epiphany Technology Acquisition Corp.","Financial","Shell Companies","USA",508.56,,9.96,0.10%,1782
867,"EPIX","ESSA Pharma Inc.","Healthcare","Biotechnology","Canada",79.55,,1.72,-6.01%,207398
868,"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P","USA",260.05,8.05,7.84,-1.13%,298648
869,"EPOW","Sunrise New Energy Co., Ltd","Industrials","Electrical Equipment & Parts","China",79.16,,3.52,-0.85%,73880
870,"EPSN","Epsilon Energy Ltd.","Energy","Oil & Gas E&P","USA",156.84,6.37,6.90,2.53%,75988
871,"EPWR","Empowerment & Inclusion Capital I Corp.","Financial","Shell Companies","USA",343.12,24.29,9.96,0.00%,200
872,"EQ","Equillium, Inc.","Healthcare","Biotechnology","USA",58.33,,1.66,-2.92%,116586
873,"EQBK","Equity Bancshares, Inc.","Financial","Banks - Regional","USA",547.51,10.13,34.50,0.44%,65967
874,"EQS","Equus Total Return, Inc.","Financial","Asset Management","USA",22.44,,1.66,-2.64%,246
875,"ERC","Allspring Multi-Sector Income Fund","Financial","Asset Management","USA",244.76,,8.72,0.81%,83092
876,"ERESU","East Resources Acquisition Company","Financial","Shell Companies","USA",435.57,,10.15,0.35%,10500
877,"ERH","Allspring Utilities and High Income Fund","Financial","Asset Management","USA",98.94,819.23,10.65,3.10%,41824
878,"ERII","Energy Recovery, Inc.","Industrials","Pollution & Treatment Controls","USA",1321.47,120.99,24.44,5.94%,388203
879,"ERNA","Eterna Therapeutics Inc.","Healthcare","Biotechnology","USA",216.01,,3.66,5.78%,25546
880,"ESBA","Empire State Realty OP, L.P.","Real Estate","REIT - Diversified","USA",214.63,,7.09,2.31%,8468
881,"ESCA","Escalade, Incorporated","Consumer Cyclical","Leisure","USA",164.37,7.39,12.49,1.79%,4429
882,"ESEA","Euroseas Ltd.","Industrials","Marine Shipping","Greece",143.29,1.59,20.21,1.56%,87572
883,"ESOA","Energy Services of America Corporation","Industrials","Engineering & Construction","USA",44.96,11.44,2.70,-1.46%,43371
884,"ESP","Espey Mfg. & Electronics Corp.","Industrials","Electrical Equipment & Parts","USA",36.18,25.77,13.40,1.13%,1642
885,"ESSA","ESSA Bancorp, Inc.","Financial","Banks - Regional","USA",189.07,9.95,18.50,-1.54%,3324
886,"ESSC","East Stone Acquisition Corporation","Financial","Shell Companies","USA",74.42,,10.38,0.10%,198600
887,"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","Financial","Closed-End Fund - Equity","USA",423.58,23.01,14.43,1.12%,45104
888,"ETD","Ethan Allen Interiors Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",557.51,5.53,22.39,0.72%,225977
889,"ETNB","89bio, Inc.","Healthcare","Biotechnology","USA",334.74,,8.74,3.07%,746599
890,"ETO","Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund","Financial","Closed-End Fund - Equity","USA",363.19,55.98,22.17,0.86%,30302
891,"ETON","Eton Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",52.48,,2.13,3.40%,46386
892,"ETX","Eaton Vance Municipal Income 2028 Term Trust","Financial","Asset Management","USA",201.39,,18.51,-1.65%,22848
893,"EVAX","Evaxion Biotech A/S","Healthcare","Biotechnology","Denmark",65.37,,2.64,1.54%,14320
894,"EVBG","Everbridge, Inc.","Technology","Software - Application","USA",1291.37,,32.26,9.21%,641653
895,"EVBN","Evans Bancorp, Inc.","Financial","Banks - Regional","USA",207.54,8.89,37.53,0.56%,11193
896,"EVC","Entravision Communications Corporation","Communication Services","Broadcasting","USA",337.63,15.23,4.57,3.86%,180875
897,"EVER","EverQuote, Inc.","Communication Services","Internet Content & Information","USA",187.49,,5.83,5.23%,156920
898,"EVF","Eaton Vance Senior Income Trust","Financial","Closed-End Fund - Debt","USA",92.43,40.54,5.27,1.35%,37831
899,"EVG","Eaton Vance Short Duration Diversified Income Fund","Financial","Closed-End Fund - Debt","USA",141.20,,10.52,1.15%,36481
900,"EVI","EVI Industries, Inc.","Industrials","Industrial Distribution","USA",253.26,63.79,18.50,5.11%,4583
901,"EVM","Eaton Vance California Municipal Bond Fund","Financial","Asset Management","USA",204.20,14.96,8.17,0.62%,28539
902,"EVN","Eaton Vance Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",372.87,10.48,9.40,-0.53%,98193
903,"EVOJ","Evo Acquisition Corp.","Financial","Shell Companies","USA",155.05,31.90,9.92,-0.10%,4262
904,"EVOK","Evoke Pharma, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",5.93,,1.80,-0.77%,13398
905,"EVOP","EVO Payments, Inc.","Technology","Software - Infrastructure","USA",1734.91,521.41,33.37,0.06%,414941
906,"EVTL","Vertical Aerospace Ltd.","Industrials","Aerospace & Defense","United Kingdom",1448.99,,6.42,1.90%,316946
907,"EVTV","Envirotech Vehicles, Inc.","Consumer Cyclical","Auto Manufacturers","USA",51.77,,3.45,11.26%,21899
908,"EWCZ","European Wax Center, Inc.","Consumer Defensive","Household & Personal Products","USA",922.49,,14.32,8.24%,550408
909,"EWTX","Edgewise Therapeutics, Inc.","Healthcare","Biotechnology","USA",601.65,,10.35,6.37%,202974
910,"EXD","Eaton Vance Tax-Managed Buy-Write Strategy Fund","Financial","Closed-End Fund - Debt","USA",95.77,4.11,9.82,0.51%,12256
911,"EXFY","Expensify, Inc.","Technology","Software - Application","USA",1014.58,,13.11,5.13%,273912
912,"EYEN","Eyenovia, Inc.","Healthcare","Biotechnology","USA",77.99,,2.17,3.83%,175458
913,"EYPT","EyePoint Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",207.14,,5.84,0.00%,48096
914,"EZPW","EZCORP, Inc.","Financial","Credit Services","USA",464.51,16.20,8.88,3.38%,470424
915,"FACA","Figure Acquisition Corp. I","Financial","Shell Companies","USA",407.41,28.75,9.92,0.10%,293433
916,"FAM","First Trust/Abrdn Global Opportunity Income Fund","Financial","Closed-End Fund - Debt","USA",54.57,,5.38,2.09%,16123
917,"FANH","Fanhua Inc.","Financial","Insurance Brokers","China",268.98,48.53,4.95,1.64%,43193
918,"FARM","Farmer Bros. Co.","Consumer Defensive","Packaged Foods","USA",96.92,,4.95,1.85%,25000
919,"FARO","FARO Technologies, Inc.","Technology","Scientific & Technical Instruments","USA",500.18,,28.10,6.52%,69844
920,"FAT","FAT Brands Inc.","Consumer Cyclical","Restaurants","USA",107.56,,6.86,1.03%,3573
921,"FATBB","FAT Brands Inc.","Consumer Cyclical","Restaurants","USA",103.28,,6.24,4.00%,501
922,"FATH","Fathom Digital Manufacturing Corporation","Technology","Computer Hardware","USA",298.41,4.25,2.51,4.58%,102299
923,"FATP","Fat Projects Acquisition Corp","Financial","Shell Companies","Singapore",141.20,,10.00,-0.10%,155117
924,"FAZE","FaZe Holdings Inc.","Communication Services","Internet Content & Information","USA",282.75,754.00,3.77,5.31%,154716
925,"FBC","Flagstar Bancorp, Inc.","Financial","Banks - Regional","USA",1725.50,5.07,33.10,1.04%,417047
926,"FBIOP","Fortress Biotech, Inc.","Healthcare","Biotechnology","USA",74.82,,19.74,0.66%,5833
927,"FBIZ","First Business Financial Services, Inc.","Financial","Banks - Regional","USA",293.75,7.84,34.60,1.67%,37208
928,"FBK","FB Financial Corporation","Financial","Banks - Regional","USA",1872.01,14.00,39.83,6.21%,341999
929,"FBMS","The First Bancshares, Inc.","Financial","Banks - Regional","USA",746.08,10.25,31.60,-0.25%,117286
930,"FBRX","Forte Biosciences, Inc.","Healthcare","Biotechnology","USA",21.81,,1.08,0.93%,37268
931,"FCAP","First Capital, Inc.","Financial","Banks - Regional","USA",80.67,7.43,24.37,-3.48%,12181
932,"FCAX","Fortress Capital Acquisition Corp.","Financial","Shell Companies","USA",500.00,26.53,10.00,-0.30%,1325851
933,"FCBC","First Community Bankshares, Inc.","Financial","Banks - Regional","USA",562.82,13.71,35.42,0.68%,27028
934,"FCCO","First Community Corporation","Financial","Banks - Regional","USA",137.77,9.54,18.20,-1.03%,12909
935,"FCNCO","First Citizens BancShares, Inc.","Financial","Banks - Regional","USA",163.77,0.36,20.42,0.25%,16197
936,"FCO","abrdn Global Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",41.80,8.23,4.36,0.46%,76350
937,"FCRD","First Eagle Alternative Capital BDC, Inc.","Financial","Asset Management","USA",118.80,,3.98,2.31%,82145
938,"FCT","First Trust Senior Floating Rate Income Fund II","Financial","Closed-End Fund - Debt","USA",252.30,14.07,9.71,0.21%,83681
939,"FCUV","Focus Universal Inc.","Technology","Scientific & Technical Instruments","USA",424.63,,9.85,4.23%,60534
940,"FDEU","First Trust Dynamic Europe Equity Income Fund","Financial","Asset Management","United Kingdom",174.90,4.66,10.15,1.91%,57395
941,"FDMT","4D Molecular Therapeutics, Inc.","Healthcare","Biotechnology","USA",255.00,,7.50,2.04%,336244
942,"FDP","Fresh Del Monte Produce Inc.","Consumer Defensive","Farm Products","Cayman Islands",1208.85,33.44,25.88,-0.04%,100292
943,"FDUS","Fidus Investment Corporation","Financial","Asset Management","USA",444.52,4.56,18.19,1.62%,67264
944,"FEAM","5E Advanced Materials Inc.","Basic Materials","Specialty Chemicals","USA",822.73,,11.66,3.55%,156477
945,"FEDU","Four Seasons Education (Cayman) Inc.","Consumer Defensive","Education & Training Services","China",18.04,,7.81,-4.76%,417
946,"FEI","First Trust MLP and Energy Income Fund","Financial","Closed-End Fund - Equity","USA",431.17,4.76,7.61,1.20%,127479
947,"FEIM","Frequency Electronics, Inc.","Technology","Communication Equipment","USA",46.40,,5.00,0.00%,3018
948,"FEMY","Femasys Inc.","Healthcare","Medical Instruments & Supplies","USA",13.25,,1.06,1.44%,18310
949,"FEN","First Trust Energy Income and Growth Fund","Financial","Asset Management","USA",283.68,4.86,14.58,0.90%,59810
950,"FENC","Fennec Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",216.10,,8.27,0.49%,70905
951,"FENG","Phoenix New Media Limited","Communication Services","Internet Content & Information","China",50.61,,4.42,-3.28%,6290
952,"FEO","First Trust/abrdn Emerging Opportunity Fund","Financial","Closed-End Fund - Equity","USA",43.48,,8.71,0.99%,19824
953,"FET","Forum Energy Technologies, Inc.","Energy","Oil & Gas Equipment & Services","USA",145.49,,25.66,8.59%,23384
954,"FF","FutureFuel Corp.","Basic Materials","Chemicals","USA",278.80,17.77,6.52,0.31%,96696
955,"FFA","First Trust Enhanced Equity Income Fund","Financial","Closed-End Fund - Equity","USA",310.81,3.57,15.55,1.57%,30832
956,"FFBW","FFBW, Inc.","Financial","Banks - Regional","USA",67.51,33.43,11.60,-0.77%,7035
957,"FFC","Flaherty & Crumrine Preferred Securities Income Fund Inc.","Financial","Closed-End Fund - Debt","USA",692.52,8.69,14.51,-0.41%,187286
958,"FFHL","Fuwei Films (Holdings) Co., Ltd.","Consumer Cyclical","Packaging & Containers","China",24.79,2.49,7.29,0.00%,2123
959,"FFIC","Flushing Financial Corporation","Financial","Banks - Regional","USA",606.51,7.46,20.70,1.47%,86676
960,"FFNW","First Financial Northwest, Inc.","Financial","Banks - Regional","USA",137.40,11.58,15.00,-0.13%,684
961,"FFWM","First Foundation Inc.","Financial","Banks - Regional","USA",914.13,6.66,16.45,-8.61%,778387
962,"FGB","First Trust Specialty Finance and Financial Opportunities Fund","Financial","Closed-End Fund - Equity","USA",44.68,44.43,3.11,3.33%,52125
963,"FGBI","First Guaranty Bancshares, Inc.","Financial","Banks - Regional","USA",229.06,8.11,22.11,1.89%,7846
964,"FGF","FG Financial Group, Inc.","Financial","Insurance - Diversified","USA",15.07,,1.62,3.18%,10287
